UniqueID,IDnotebook,CollectionDate,SeasonDay,Location,CollectorName,InfectionDate,Dose,DoseBacteriaNumber,BacterialSpecies,Treatment,Death_date,Days_post_infection,Status,PronotumLength,PronotumMeasured,ElytralLength,ElytralMeasured,Mass,MassMeasured,Notes,PhysiologicalCondition,ELBins,MassBins,SeasonDayBins
A656,EVB75,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Emily Van Beek ,15-Jul,0.1,0.1,05_Prett,05_Pr_0.1,19-Jul,4,1,2.61,Y,8.83,Y,0.0266,Y,,0.003012458,2,1,2
A655,B69,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Zhengkai Zhu ,15-Jul,0.1,0.1,05_Prett,05_Pr_0.1,23-Jul,8,1,2.77,Y,8.57,Y,0.0288,Y,,0.00336056,2,2,2
A658,SEL,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Sarah Lower ,15-Jul,0.1,0.1,05_Prett,05_Pr_0.1,19-Jul,4,1,2.8,Y,8.5,Y,0.029,Y,,0.003411765,2,2,2
A657,EVB73,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Emily Van Beek ,15-Jul,0.1,0.1,05_Prett,05_Pr_0.1,25-Jul,10,1,2.88,Y,8.91,Y,0.0301,Y,,0.003378227,2,2,2
A649,SEL,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Sarah Lower ,15-Jul,0.1,0.1,05_Prett,05_Pr_0.1,27-Jul,12,1,1.9,Y,8.67,Y,0.0323,Y,,0.00372549,2,2,2
A648,SEL,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Sarah Lower ,15-Jul,0.1,0.1,05_Prett,05_Pr_0.1,30-Jul,15,1,2.86,Y,9.7,Y,0.0367,Y,,0.003783505,3,2,2
A652,SEL,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Sarah Lower ,15-Jul,0.1,0.1,05_Prett,05_Pr_0.1,22-Jul,7,1,2.73,Y,9.6,Y,0.0395,Y,,0.004114583,3,3,2
A650,SEL,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Sarah Lower ,15-Jul,0.1,0.1,05_Prett,05_Pr_0.1,29-Jul,14,1,2.48,Y,9.6,Y,0.0446,Y,,0.004645833,3,3,2
A647,EVB68,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Emily Van Beek ,15-Jul,0.1,0.1,05_Prett,05_Pr_0.1,22-Jul,7,1,3.03,Y,10.06,Y,0.0462,Y,,0.004592445,3,3,2
A659,B100,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Zhengkai Zhu ,15-Jul,0.1,0.1,05_Prett,05_Pr_0.1,5-Aug,21,1,3.06,Y,10.75,Y,0.054,Y,,0.005023256,4,4,2
A653,SEL,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Sarah Lower ,15-Jul,0.1,0.1,05_Prett,05_Pr_0.1,23-Jul,8,1,2.75,Y,8.85,Y,0.0271,Y,,0.003062147,2,2,2
A654,B77,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Zhengkai Zhu ,15-Jul,0.1,0.1,05_Prett,05_Pr_0.1,25-Jul,10,1,2.97,Y,10.22,Y,0.0452,Y,,0.004422701,3,3,2
A825,MT125,19-Jul,22,"USA: Montour Co, Bucknell Natural Area",Maddy Tuffy ,20-Jul,0.1,0.1,05_Prett,05_Pr_0.1,26-Jul,6,1,3.04,Y,9.21,Y,0.0248,Y,,0.002692725,3,1,2
A824,MT133,19-Jul,22,"USA: Montour Co, Bucknell Natural Area",Maddy Tuffy ,20-Jul,0.1,0.1,05_Prett,05_Pr_0.1,26-Jul,6,1,2.68,Y,9.06,Y,0.0272,Y,,0.003002208,3,2,2
A821,AZ137,19-Jul,22,"USA: Montour Co, Bucknell Natural Area",Anqi Zang ,20-Jul,0.1,0.1,05_Prett,05_Pr_0.1,26-Jul,6,1,2.47,Y,9.16,Y,0.0331,Y,,0.003613537,3,2,2
A822,MT136,19-Jul,22,"USA: Montour Co, Bucknell Natural Area",Maddy Tuffy ,20-Jul,0.1,0.1,05_Prett,05_Pr_0.1,29-Jul,9,1,2.71,Y,9.98,Y,0.0341,Y,,0.003416834,3,2,2
A823,C27,19-Jul,22,"USA: Montour Co, Bucknell Natural Area",Zhengkai Zhu ,20-Jul,0.1,0.1,05_Prett,05_Pr_0.1,24-Jul,4,1,2.69,Y,9.19,Y,0.0345,Y,,0.003754081,3,2,2
A820,AZ134,19-Jul,22,"USA: Montour Co, Bucknell Natural Area",Anqi Zang ,20-Jul,0.1,0.1,05_Prett,05_Pr_0.1,5-Aug,16,1,2.25,Y,9.94,Y,0.0351,Y,,0.003531187,3,2,2
A826,MT126,19-Jul,22,"USA: Montour Co, Bucknell Natural Area",Maddy Tuffy ,20-Jul,0.1,0.1,05_Prett,05_Pr_0.1,24-Jul,4,1,3.44,Y,9.83,Y,0.0384,Y,,0.003906409,3,2,2
A371,DP45,10-Jul,13,"USA: Union Co, Bucknell Farm",Deeshani Patel ,11-Jul,1,1,05_Prett,05_Pr_1.0,16-Jul,5,1,2.82,Y,8.18,Y,0.0166,Y,,0.00202934,2,1,1
A372,DP39,10-Jul,13,"USA: Union Co, Bucknell Farm",Deeshani Patel ,11-Jul,1,1,05_Prett,05_Pr_1.0,19-Jul,8,1,2.09,Y,6.58,Y,0.0256,Y,,0.003890578,1,1,1
A368,DP34,10-Jul,13,"USA: Union Co, Bucknell Farm",Deeshani Patel ,11-Jul,1,1,05_Prett,05_Pr_1.0,22-Jul,11,1,2.64,Y,10.55,Y,0.0352,Y,,0.003336493,4,2,1
A369,DP40,10-Jul,13,"USA: Union Co, Bucknell Farm",Deeshani Patel ,11-Jul,1,1,05_Prett,05_Pr_1.0,20-Jul,9,1,3.05,Y,10.58,Y,0.0533,Y,,0.005037807,4,4,1
A370,DP43,10-Jul,13,"USA: Union Co, Bucknell Farm",Deeshani Patel ,11-Jul,1,1,05_Prett,05_Pr_1.0,19-Jul,8,1,3.32,Y,10.78,Y,0.0632,Y,,0.005862709,4,4,1
A452,AZ77,12-Jul,15,"USA: Montour Co, Bucknell Natural Area",Anqi Zang ,13-Jul,1,1,05_Prett,05_Pr_1.0,18-Jul,5,1,2.3,Y,7.28,Y,0.0179,Y,,0.002458791,1,1,1
A454,MJT74,12-Jul,15,"USA: Montour Co, Bucknell Natural Area",Maddy Tuffy ,13-Jul,1,1,05_Prett,05_Pr_1.0,18-Jul,5,1,2.63,Y,7.4,Y,0.0189,Y,,0.002554054,1,1,1
A450,B66,12-Jul,15,"USA: Montour Co, Bucknell Natural Area",Zhengkai Zhu ,13-Jul,1,1,05_Prett,05_Pr_1.0,15-Jul,2,1,2.43,Y,7.4,Y,0.0198,Y,,0.002675676,1,1,1
A448,EVB34,12-Jul,15,"USA: Montour Co, Bucknell Natural Area",Emily Van Beek ,13-Jul,1,1,05_Prett,05_Pr_1.0,21-Jul,8,1,2.76,Y,7.95,Y,0.0224,Y,,0.00281761,2,1,1
A445,MJT70,12-Jul,15,"USA: Montour Co, Bucknell Natural Area",Maddy Tuffy ,13-Jul,1,1,05_Prett,05_Pr_1.0,22-Jul,9,1,2.43,Y,8.23,Y,0.0308,Y,,0.003742406,2,2,1
A447,MJT66,12-Jul,15,"USA: Montour Co, Bucknell Natural Area",Maddy Tuffy ,13-Jul,1,1,05_Prett,05_Pr_1.0,26-Jul,13,1,2.79,Y,9.33,Y,0.044,Y,,0.00471597,3,3,1
A446,MJT75,12-Jul,15,"USA: Montour Co, Bucknell Natural Area",Maddy Tuffy ,13-Jul,1,1,05_Prett,05_Pr_1.0,20-Jul,7,1,2.8,Y,9.81,Y,0.0443,Y,,0.0045158,3,3,1
A670,,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",,15-Jul,1,1,05_Prett,05_Pr_1.0,21-Jul,6,1,2.5,Y,8.68,Y,0.021,Y,,0.002419355,2,1,2
A667,,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",,15-Jul,1,1,05_Prett,05_Pr_1.0,17-Jul,2,1,2.67,Y,8.6,Y,0.0221,Y,,0.002569767,2,1,2
A664,SEL,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Sarah Lower ,15-Jul,1,1,05_Prett,05_Pr_1.0,16-Jul,1,1,2.52,Y,9.1,Y,0.0234,Y,,0.002571429,3,1,2
A673,SEL,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Sarah Lower ,15-Jul,1,1,05_Prett,05_Pr_1.0,25-Jul,10,1,2.29,Y,8.34,Y,0.0275,Y,,0.003297362,2,2,2
A669,,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",,15-Jul,1,1,05_Prett,05_Pr_1.0,24-Jul,9,1,2.8,Y,9.31,Y,0.0281,Y,,0.00301826,3,2,2
A660,SEL,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Sarah Lower ,15-Jul,1,1,05_Prett,05_Pr_1.0,23-Jul,8,1,2.52,Y,8.63,Y,0.0311,Y,,0.003603708,2,2,2
A672,,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",,15-Jul,1,1,05_Prett,05_Pr_1.0,22-Jul,7,1,2.89,Y,9.21,Y,0.0317,Y,,0.003441911,3,2,2
A661,SEL,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Sarah Lower ,15-Jul,1,1,05_Prett,05_Pr_1.0,26-Jul,11,1,2.96,Y,9.29,Y,0.0341,Y,,0.003670614,3,2,2
A671,,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",,15-Jul,1,1,05_Prett,05_Pr_1.0,26-Jul,11,1,2.95,Y,9.59,Y,0.0367,Y,,0.003826903,3,2,2
A663,SEL,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Sarah Lower ,15-Jul,1,1,05_Prett,05_Pr_1.0,23-Jul,8,1,2.79,Y,9.11,Y,0.0376,Y,,0.004127333,3,2,2
A662,SEL,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Sarah Lower ,15-Jul,1,1,05_Prett,05_Pr_1.0,4-Aug,20,1,2.6,Y,9.06,Y,0.0385,Y,,0.004249448,3,2,2
A665,,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",,15-Jul,1,1,05_Prett,05_Pr_1.0,26-Jul,11,1,2.98,Y,8.96,Y,0.0397,Y,,0.004430804,3,3,2
A668,SEL,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Sarah Lower ,15-Jul,1,1,05_Prett,05_Pr_1.0,29-Jul,14,1,2.99,Y,10.57,Y,0.0463,Y,,0.004380322,4,3,2
A666,,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",,15-Jul,1,1,05_Prett,05_Pr_1.0,19-Jul,4,1,3.41,Y,10.38,Y,0.0472,Y,,0.004547206,3,3,2
A832,DP,19-Jul,22,"USA: Montour Co, Bucknell Natural Area",Deeshani Patel,20-Jul,1,1,05_Prett,05_Pr_1.0,23-Jul,3,1,2.67,Y,8.69,Y,0.025,Y,,0.00287687,2,1,2
A829,C28,19-Jul,22,"USA: Montour Co, Bucknell Natural Area",Zhengkai Zhu ,20-Jul,1,1,05_Prett,05_Pr_1.0,23-Jul,3,1,2.72,Y,8.85,Y,0.0269,Y,,0.003039548,2,1,2
A833,DP,19-Jul,22,"USA: Montour Co, Bucknell Natural Area",Deeshani Patel,20-Jul,1,1,05_Prett,05_Pr_1.0,23-Jul,3,1,2.41,Y,8.91,Y,0.0274,Y,,0.003075196,2,2,2
A827,AZ133,19-Jul,22,"USA: Montour Co, Bucknell Natural Area",Anqi Zang ,20-Jul,1,1,05_Prett,05_Pr_1.0,23-Jul,3,1,2.62,Y,9.86,Y,0.0312,Y,,0.0031643,3,2,2
A830,DP,19-Jul,22,"USA: Montour Co, Bucknell Natural Area",Deeshani Patel,20-Jul,1,1,05_Prett,05_Pr_1.0,26-Jul,6,1,3.21,Y,9.2,Y,0.0384,Y,,0.004173913,3,2,2
A831,DP,19-Jul,22,"USA: Montour Co, Bucknell Natural Area",Deeshani Patel,20-Jul,1,1,05_Prett,05_Pr_1.0,26-Jul,6,1,3.03,Y,9.71,Y,0.0405,Y,,0.004170958,3,3,2
A828,AZ127,19-Jul,22,"USA: Montour Co, Bucknell Natural Area",Anqi Zang ,20-Jul,1,1,05_Prett,05_Pr_1.0,26-Jul,6,1,3.56,Y,9.41,Y,0.0428,Y,,0.004548353,3,3,2
A1200,SEL,2-Aug,36,"USA: Union Co, Bucknell Ropes Course",Sarah Lower ,3-Aug,1,1,05_Prett,05_Pr_1.0,5-Aug,2,1,2.54,Y,7.12,Y,0.0157,Y,dead at 48 hours ,0.002205056,1,1,4
A1199,ZZK,2-Aug,36,"USA: Union Co, Bucknell Ropes Course",Zhengkai Zhu,3-Aug,1,1,05_Prett,05_Pr_1.0,5-Aug,2,1,2.21,Y,8.62,Y,0.0174,Y,dead at 48 hours ,0.002018561,2,1,4
A1198,SEL,2-Aug,36,"USA: Union Co, Bucknell Ropes Course",Sarah Lower ,3-Aug,1,1,05_Prett,05_Pr_1.0,5-Aug,2,1,2.38,Y,8.22,Y,0.0212,Y,dead at 48 hours ,0.002579075,2,1,4
A1188,ZZK,2-Aug,36,"USA: Union Co, Bucknell Ropes Course",Zhengkai Zhu,3-Aug,1,1,05_Prett,05_Pr_1.0,NA,1,0,2.36,Y,8.23,Y,0.0217,Y,,0.002636695,2,1,4
A1195,MT,2-Aug,36,"USA: Union Co, Bucknell Ropes Course",Maddy Tuffy ,3-Aug,1,1,05_Prett,05_Pr_1.0,NA,2,0,2.66,Y,8.18,Y,0.0253,Y,,0.00309291,2,1,4
A1194,MT,2-Aug,36,"USA: Union Co, Bucknell Ropes Course",Maddy Tuffy ,3-Aug,1,1,05_Prett,05_Pr_1.0,5-Aug,2,1,2.52,Y,8.47,Y,0.0282,Y,dead at 48 hours ,0.003329398,2,2,4
A1191,SEL,2-Aug,36,"USA: Union Co, Bucknell Ropes Course",Sarah Lower ,3-Aug,1,1,05_Prett,05_Pr_1.0,4-Aug,1,1,2.33,Y,9.78,Y,0.0286,Y,dead at 24 hours ,0.002924335,3,2,4
A1186,SEL,2-Aug,36,"USA: Union Co, Bucknell Ropes Course",Sarah Lower ,3-Aug,1,1,05_Prett,05_Pr_1.0,NA,1,0,2.41,Y,9.41,Y,0.0302,Y,,0.003209352,3,2,4
A1196,SEL,2-Aug,36,"USA: Union Co, Bucknell Ropes Course",Sarah Lower ,3-Aug,1,1,05_Prett,05_Pr_1.0,NA,2,0,2.46,Y,8.69,Y,0.0313,Y,,0.003601841,2,2,4
A1202,ZZK,2-Aug,36,"USA: Union Co, Bucknell Ropes Course",Zhengkai Zhu,3-Aug,1,1,05_Prett,05_Pr_1.0,NA,2,0,2.21,Y,8.28,Y,0.0316,Y,,0.003816425,2,2,4
A1197,ZZK,2-Aug,36,"USA: Union Co, Bucknell Ropes Course",Zhengkai Zhu,3-Aug,1,1,05_Prett,05_Pr_1.0,NA,2,0,2.66,Y,8.7,Y,0.0324,Y,,0.003724138,2,2,4
A1185,MT,2-Aug,36,"USA: Union Co, Bucknell Ropes Course",Maddy Tuffy ,3-Aug,1,1,05_Prett,05_Pr_1.0,NA,1,0,3.11,Y,9.91,Y,0.0332,Y,,0.003350151,3,2,4
A1189,SEL,2-Aug,36,"USA: Union Co, Bucknell Ropes Course",Sarah Lower ,3-Aug,1,1,05_Prett,05_Pr_1.0,NA,1,0,2.92,Y,9.83,Y,0.0345,Y,,0.003509664,3,2,4
A1187,SEL,2-Aug,36,"USA: Union Co, Bucknell Ropes Course",Sarah Lower ,3-Aug,1,1,05_Prett,05_Pr_1.0,NA,1,0,2.72,Y,9.12,Y,0.0346,Y,,0.00379386,3,2,4
A1192,ZZK,2-Aug,36,"USA: Union Co, Bucknell Ropes Course",Zhengkai Zhu,3-Aug,1,1,05_Prett,05_Pr_1.0,NA,1,0,2.71,Y,10.14,Y,0.0362,Y,,0.00357002,3,2,4
A1193,ZZK,2-Aug,36,"USA: Union Co, Bucknell Ropes Course",Zhengkai Zhu,3-Aug,1,1,05_Prett,05_Pr_1.0,NA,1,0,2.77,Y,8.27,Y,0.0375,Y,,0.004534462,2,2,4
A1201,ZZK,2-Aug,36,"USA: Union Co, Bucknell Ropes Course",Zhengkai Zhu,3-Aug,1,1,05_Prett,05_Pr_1.0,NA,2,0,2.8,Y,11.08,Y,0.0455,Y,,0.004106498,4,3,4
A1190,SEL,2-Aug,36,"USA: Union Co, Bucknell Ropes Course",Sarah Lower ,3-Aug,1,1,05_Prett,05_Pr_1.0,NA,1,0,2.89,Y,9.34,Y,0.0467,Y,,0.005,3,3,4
A375,DP38,10-Jul,13,"USA: Union Co, Bucknell Farm",Deeshani Patel ,11-Jul,5,5,05_Prett,05_Pr_5.0,20-Jul,9,1,2.14,Y,8.69,Y,0.0261,Y,,0.003003452,2,1,1
A376,DP36,10-Jul,13,"USA: Union Co, Bucknell Farm",Deeshani Patel ,11-Jul,5,5,05_Prett,05_Pr_5.0,16-Jul,5,1,2.11,Y,7.08,Y,0.0274,Y,,0.003870056,1,2,1
A377,B_,10-Jul,13,"USA: Union Co, Bucknell Farm",Zhengkai Zhu ,11-Jul,5,5,05_Prett,05_Pr_5.0,19-Jul,8,1,1.58,Y,9.66,Y,0.0339,Y,,0.003509317,3,2,1
A374,DP31,10-Jul,13,"USA: Union Co, Bucknell Farm",Deeshani Patel ,11-Jul,5,5,05_Prett,05_Pr_5.0,19-Jul,8,1,2.3,Y,9.58,Y,0.0346,Y,,0.003611691,3,2,1
A373,DP30,10-Jul,13,"USA: Union Co, Bucknell Farm",Deeshani Patel ,11-Jul,5,5,05_Prett,05_Pr_5.0,29-Jul,18,1,2.12,Y,8.14,Y,0.0364,Y,,0.004471744,2,2,1
A456,MJT81,12-Jul,15,"USA: Montour Co, Bucknell Natural Area",Maddy Tuffy ,13-Jul,5,5,05_Prett,05_Pr_5.0,15-Jul,2,1,3.26,Y,7.17,Y,0.0192,Y,,0.002677824,1,1,1
A459,VS110,12-Jul,15,"USA: Montour Co, Bucknell Natural Area",Victor Sustinov ,13-Jul,5,5,05_Prett,05_Pr_5.0,18-Jul,5,1,2.59,Y,8.24,Y,0.024,Y,,0.002912621,2,1,1
A461,VS103,12-Jul,15,"USA: Montour Co, Bucknell Natural Area",Victor Sustinov ,13-Jul,5,5,05_Prett,05_Pr_5.0,15-Jul,2,1,2.96,Y,7.72,Y,0.0264,Y,,0.003419689,2,1,1
A457,MJT75,12-Jul,15,"USA: Montour Co, Bucknell Natural Area",Maddy Tuffy ,13-Jul,5,5,05_Prett,05_Pr_5.0,22-Jul,11,1,2.54,Y,8.93,Y,0.0335,Y,,0.0037514,3,2,1
A455,MJT64,12-Jul,15,"USA: Montour Co, Bucknell Natural Area",Maddy Tuffy ,13-Jul,5,5,05_Prett,05_Pr_5.0,25-Jul,12,1,2.16,Y,9.3,Y,0.0345,Y,,0.003709677,3,2,1
A462,AZ83,12-Jul,15,"USA: Montour Co, Bucknell Natural Area",Anqi Zang ,13-Jul,5,5,05_Prett,05_Pr_5.0,23-Jul,10,1,3.22,Y,8.17,Y,0.0416,Y,,0.005091799,2,3,1
A460,VS119,12-Jul,15,"USA: Montour Co, Bucknell Natural Area",Victor Sustinov ,13-Jul,5,5,05_Prett,05_Pr_5.0,15-Jul,2,1,3.27,Y,10.55,Y,0.0457,Y,,0.004331754,4,3,1
A463,EVB24,12-Jul,15,"USA: Montour Co, Bucknell Natural Area",Emily Van Beek ,13-Jul,5,5,05_Prett,05_Pr_5.0,15-Jul,2,1,3.48,Y,9.64,Y,0.0489,Y,,0.005072614,3,3,1
A675,SEL,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Sarah Lower ,15-Jul,5,5,05_Prett,05_Pr_5.0,16-Jul,1,1,2.49,Y,7.82,Y,0.0193,Y,,0.002468031,2,1,2
A680,SEL,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Sarah Lower ,15-Jul,5,5,05_Prett,05_Pr_5.0,17-Jul,2,1,2.7,Y,8.45,Y,0.0222,Y,,0.002627219,2,1,2
A684,,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",,15-Jul,5,5,05_Prett,05_Pr_5.0,19-Jul,4,1,2.58,Y,8.42,Y,0.0226,Y,,0.002684086,2,1,2
A678,SEL,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Sarah Lower ,15-Jul,5,5,05_Prett,05_Pr_5.0,17-Jul,2,1,2.68,Y,8.38,Y,0.0234,Y,,0.002792363,2,1,2
A682,SEL,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Sarah Lower ,15-Jul,5,5,05_Prett,05_Pr_5.0,22-Jul,7,1,2.12,Y,8.07,Y,0.0252,Y,,0.003122677,2,1,2
A677,SEL,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Sarah Lower ,15-Jul,5,5,05_Prett,05_Pr_5.0,23-Jul,8,1,2.72,Y,8.93,Y,0.0278,Y,,0.003113102,3,2,2
A681,SEL,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Sarah Lower ,15-Jul,5,5,05_Prett,05_Pr_5.0,22-Jul,7,1,2.95,Y,8.1,Y,0.0294,Y,,0.00362963,2,2,2
A674,SEL,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Sarah Lower ,15-Jul,5,5,05_Prett,05_Pr_5.0,17-Jul,2,1,2.56,Y,9.55,Y,0.0303,Y,,0.003172775,3,2,2
A687,DS06,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Devin ,15-Jul,5,5,05_Prett,05_Pr_5.0,27-Jul,12,1,2.92,Y,8.62,Y,0.0344,Y,,0.003990719,2,2,2
A676,SEL,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Sarah Lower ,15-Jul,5,5,05_Prett,05_Pr_5.0,17-Jul,2,1,2.38,Y,8.99,Y,0.0357,Y,,0.003971079,3,2,2
A685,DS19,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Devin ,15-Jul,5,5,05_Prett,05_Pr_5.0,21-Jul,6,1,2.84,Y,9.32,Y,0.0407,Y,,0.004366953,3,3,2
A679,SEL,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Sarah Lower ,15-Jul,5,5,05_Prett,05_Pr_5.0,24-Jul,9,1,3.01,Y,9.61,Y,0.042,Y,,0.004370447,3,3,2
A686,DS21,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Devin ,15-Jul,5,5,05_Prett,05_Pr_5.0,24-Jul,9,1,3.36,Y,10.14,Y,0.0432,Y,,0.004260355,3,3,2
A683,SEL,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Sarah Lower ,15-Jul,5,5,05_Prett,05_Pr_5.0,21-Jul,6,1,2.52,Y,7.88,Y,0.0244,Y,,0.003096447,2,1,2
A836,MT126,19-Jul,22,"USA: Montour Co, Bucknell Natural Area",Maddy Tuffy ,20-Jul,5,5,05_Prett,05_Pr_5.0,21-Jul,1,1,2.91,Y,8.02,Y,0.0231,Y,,0.002880299,2,1,2
A838,C26,19-Jul,22,"USA: Montour Co, Bucknell Natural Area",Zhengkai Zhu ,20-Jul,5,5,05_Prett,05_Pr_5.0,23-Jul,3,1,2.61,Y,8.06,Y,0.0269,Y,,0.003337469,2,1,2
A840,DP,19-Jul,22,"USA: Montour Co, Bucknell Natural Area",Deeshani Patel,20-Jul,5,5,05_Prett,05_Pr_5.0,21-Jul,1,1,3.08,Y,9.44,Y,0.0324,Y,,0.003432203,3,2,2
A839,MT137,19-Jul,22,"USA: Montour Co, Bucknell Natural Area",Maddy Tuffy ,20-Jul,5,5,05_Prett,05_Pr_5.0,29-Jul,9,1,2.94,Y,9.06,Y,0.0351,Y,,0.003874172,3,2,2
A835,AZ129,19-Jul,22,"USA: Montour Co, Bucknell Natural Area",Anqi Zang ,20-Jul,5,5,05_Prett,05_Pr_5.0,23-Jul,3,1,2.84,Y,9.66,Y,0.0432,Y,,0.00447205,3,3,2
A834,MJT129,19-Jul,22,"USA: Montour Co, Bucknell Natural Area",Maddy Tuffy ,20-Jul,5,5,05_Prett,05_Pr_5.0,23-Jul,3,1,3.32,Y,9.51,Y,0.0451,Y,,0.004742376,3,3,2
A837,AZ142,19-Jul,22,"USA: Montour Co, Bucknell Natural Area",Anqi Zang ,20-Jul,5,5,05_Prett,05_Pr_5.0,23-Jul,3,1,3.24,Y,9.62,Y,0.0475,Y,,0.00493763,3,3,2
A476,SEL,12-Jul,15,"USA: Montour Co, Bucknell Natural Area",Sarah Lower ,13-Jul,0.1,0.1,06_Psneeb,06_Ps_0.1,18-Jul,5,1,2.46,Y,7.54,Y,0.0194,Y,,0.002572944,2,1,1
A481,SEL,12-Jul,15,"USA: Montour Co, Bucknell Natural Area",Sarah Lower ,13-Jul,0.1,0.1,06_Psneeb,06_Ps_0.1,17-Jul,4,1,2.76,Y,8.36,Y,0.0223,Y,,0.002667464,2,1,1
A477,SEL,12-Jul,15,"USA: Montour Co, Bucknell Natural Area",Sarah Lower ,13-Jul,0.1,0.1,06_Psneeb,06_Ps_0.1,24-Jul,11,1,2.32,Y,8.07,Y,0.0252,Y,,0.003122677,2,1,1
A478,SEL,12-Jul,15,"USA: Montour Co, Bucknell Natural Area",Sarah Lower ,13-Jul,0.1,0.1,06_Psneeb,06_Ps_0.1,22-Jul,9,1,3.18,Y,8.99,Y,0.0302,Y,,0.003359288,3,2,1
A482,SEL,12-Jul,15,"USA: Montour Co, Bucknell Natural Area",Sarah Lower ,13-Jul,0.1,0.1,06_Psneeb,06_Ps_0.1,22-Jul,9,1,3.01,Y,9.03,Y,0.0344,Y,,0.003809524,3,2,1
A483,SEL,12-Jul,15,"USA: Montour Co, Bucknell Natural Area",Sarah Lower ,13-Jul,0.1,0.1,06_Psneeb,06_Ps_0.1,28-Jul,15,1,3.03,Y,10.13,Y,0.0454,Y,,0.004481737,3,3,1
A718,DS18,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Victor Sustinov ,15-Jul,0.1,0.1,06_Psneeb,06_Ps_0.1,19-Jul,4,1,3.06,Y,7.86,Y,0.0233,Y,,0.002964377,2,1,2
A726,DS10,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Devin ,15-Jul,0.1,0.1,06_Psneeb,06_Ps_0.1,17-Jul,2,1,2.31,Y,9.06,Y,0.0257,Y,,0.002836645,3,1,2
A724,C09,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Zhengkai Zhu ,15-Jul,0.1,0.1,06_Psneeb,06_Ps_0.1,23-Jul,8,1,2.39,Y,9.04,Y,0.0261,Y,,0.002887168,3,1,2
A714,DP54,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Deeshani Patel ,15-Jul,0.1,0.1,06_Psneeb,06_Ps_0.1,24-Jul,9,1,2.55,Y,9.51,Y,0.027,Y,,0.002839117,3,1,2
A720,DS05,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Devin ,15-Jul,0.1,0.1,06_Psneeb,06_Ps_0.1,30-Jul,15,1,2.88,Y,8.59,Y,0.0297,Y,,0.003457509,2,2,2
A723,B89,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Zhengkai Zhu ,15-Jul,0.1,0.1,06_Psneeb,06_Ps_0.1,17-Jul,2,1,2.67,Y,9.68,Y,0.0384,Y,,0.003966942,3,2,2
A719,EVB62,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Emily Van Beek ,15-Jul,0.1,0.1,06_Psneeb,06_Ps_0.1,17-Jul,2,1,3.01,Y,10.24,Y,0.0408,Y,,0.003984375,3,3,2
A716,DS09,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Victor Sustinov ,15-Jul,0.1,0.1,06_Psneeb,06_Ps_0.1,28-Jul,13,1,2.82,Y,10.51,Y,0.0432,Y,,0.004110371,4,3,2
